name,food_id,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5,fit
麻醬意麵,32083,1.8607966,-3.141278,-0.54559946,1.4166869,-1.2832725,-1.1146137,-1.6366796,0.70045054,2.4704509,-1.9372987,0.77702147,-0.18184498,-0.20715888,0.14419173,0.7929264,1.8485031,2.9980776,-0.4337047831616839,1.4228327230853237,0.3046164808840308,-1.965477201765009,0.4988203122986946,1
剝皮辣椒雞湯麵線,32084,2.4992971,-4.678582,-1.3474479,1.1246103,-0.23681891,0.5405521,-0.6857359,-0.57764775,1.814812,-0.4195953,1.0235429,-0.80218124,-1.0067927,0.5640413,-0.33317676,1.427123,-0.2932908,-1.2283894598229943,3.599201712868349,0.9343688381087598,1.9126951651285027,-0.1281659976898359,1
漢堡排佐馬鈴薯泥,32085,-1.0555124,-0.5821731,-0.87526786,-0.1878816,-0.8715583,-0.44994086,0.09766593,-1.9654914000000001,0.89668113,-2.3336914,2.1512878,-0.40696096,-0.9001075,-0.948273,1.3250545,3.423126,2.1548803,0.13525907177107402,-1.9736466602096858,-1.1908455969973695,-0.4257969437596265,-0.4218021956729755,3
法國麵包佐牡蠣醬生鮮魚,32086,0.069184326,-0.29952908,-0.64218843,-0.79243475,-0.96051943,-0.6538277,-0.13740717,0.041391715,1.5454042,-2.1401682,0.21682116,0.62311137,-1.3194528,0.07443948,1.4503827,2.1952257,3.4888508,1.287475547947458,-1.2396446696915127,-0.07528781642968363,-2.042731956827247,0.11914087813699065,3
黑豆雪梨煲蚵干,32087,1.8402716,-2.9016457,-0.051282015,2.09016,-0.11506663,-0.09967386,1.7773495,-0.54667586,0.08157013,-1.4932845,0.9238459,-0.17567973,-1.9772949,-0.72154677,1.2762522,2.5011687,-0.71256554,-1.2046406788366193,2.5078408670299517,0.8953754904950291,0.8859306053803834,0.9274862215111932,1
石蚵鮮鮭捲佐鹽麴奶醬,32088,1.0305202,1.4612693,0.21261314,-0.38397437,-0.34801045,0.97525257,0.33460066,-1.2626212,1.3340728,-1.0761647,0.7843826,0.4111075,-0.36812624,0.6753248,0.46643323,2.0808928,2.699446,2.2279295038123035,-2.032766972007733,2.0825230296306607,0.11271606578427451,-0.16961906024182188,3
蓮子凍,32089,1.7561895,-3.0696938,0.3646226,1.7607037,-0.7814385,0.5110404,-1.6877478,-0.87290365,-0.2953835,0.34552342,1.3299549,-0.16569933,-1.1561036,0.1726988,3.4285169,1.031049,-1.3163278,1.666359930854529,4.874377983591321,0.3634400100281332,0.31928365683625737,-0.06889234549737047,1
牛奶凍,32090,0.29777068,-1.847784,0.5939445,-1.1117687,-0.91842836,-1.2983799,-3.2031302,-1.9838651,1.2026231,-1.2239474,0.802369,-0.80924726,-1.9599583,-0.24423994,1.0657741,1.1456746,-0.801327,3.1113184627886454,1.9735452268746876,-2.6644400179319145,1.399265337124661,0.06441442292774913,3
抹茶凍,32091,0.22360271,-2.0105755,0.7706556,0.41058362,-0.8137742,-1.6412811,-3.3982317,-1.6590093,1.1011994,-1.6128463,1.3691329,-0.6830028,-1.8624549,0.27318102,1.6023551,1.0905626,0.13754013,2.632589720277284,2.2774504123475086,-2.5065571746765145,0.33005517729423384,-0.18655924801520804,3
桂花米香冰淇淋,32092,0.14166513,-1.2209592,-0.5327004,-0.86870134,-1.6629578,-1.6183134,-3.5426893,-0.7863043,1.378403,-2.1058955,1.5560228,0.21952076,-1.1666077,0.033572055,3.4355965,0.66069144,0.9371919,3.1235484082538347,1.5784440392857646,-2.7030395598225034,-1.9418292277891034,0.19774324636146165,3
豆腐芝麻冰淇淋,32093,-0.055853765,-0.59084696,-0.18576881,0.3176578,-2.5200427,-1.5106864,-3.209919,-0.19424637,0.44388038,-1.1588855,1.5993868,0.16629632,-2.4698443,-0.037642583,2.960407,1.9833891,1.460434,3.05581499204843,1.6471144461544163,-1.9167314757046972,-2.5203663050868172,-0.12813552124185776,3
香蕉巧克力冰淇淋,32094,0.7314798,0.6693124,0.5572121,-1.1118741,-2.7172782,-1.5796103,-2.9106607,-1.7964495,-0.6907227,-1.4686452,0.7846965,-2.068454,-1.9634439,0.001266222,2.1074018,1.6997459,0.70781064,4.794538333336425,0.5170044410294199,-1.3193041827536214,-0.7750180360730087,-0.4714139639717504,3
香草布丁冰淇淋,32095,1.0965725,-1.0596042,0.4491575,-1.6367369,-2.265062,-2.0210197,-2.9842336,-2.2816281,0.40939838,-1.2078403,0.9351334,-1.8851624,-3.2315547,-0.4132219,1.9271355,1.8651592,-0.07952897,4.014456625048641,1.6390746507652492,-2.6177361434194664,0.45096167168808776,0.5829655064083743,3
小鎮之戀,32096,0.808223,-1.5083739,1.3602941,-0.16802263,-1.8979812,-1.665354,-2.6109364,-2.422445,0.07555546,-1.7394385,0.54594207,-0.5465516,-2.7686305,-0.23418795,1.530772,1.0833067,0.06623047,3.485452421358735,1.946467789786481,-2.465029921828768,0.29863444850310883,-8.615399208261182e-4,3
黑川卡布奇諾,32097,0.71551925,-1.2551104,1.4271075,-0.24275064,-1.13907,-0.6143252,-1.2021495,-2.2380068,1.9466615,-0.9619537,1.0104487,0.15409689,-2.0105174,-1.448763,0.41664577,0.096157886,0.39961052,2.688636134381982,0.7393997239106288,-1.4767613436089018,1.2150117559660973,1.2968765885617264,3
蔓越莓豆乳甜甜圈,32098,-1.2372063,-0.37063062,2.1278899,-2.23165,-2.4416463,-1.022641,-1.0949959,-2.9805982,1.1077065,-2.7652159,1.9575847,0.0511219,-0.94473815,-1.4948634,1.2691416,1.373783,1.914439,3.564417361873838,-2.4556850594104107,-3.011964736049848,-0.2541156645066968,-4.0040625557639237e-4,3
米香記憶,32099,0.40562963,1.0741022,-0.15867305,-0.21557148,-0.49175754,0.6993322,-1.532549,0.2931944,-0.38583735,-0.524765,-0.4879498,-0.34563828,-1.2492182,-0.41623548,1.032919,0.45209235,0.97356445,3.495162975674793,0.7932639339380247,1.2202069668644544,-0.7316848855039909,-0.5973505772497801,1
椰香咖啡,32100,0.89698356,-1.0106076,2.5544891,-0.47417352,-1.112909,-1.3248638,-1.7319269,-1.7029551,1.1560646,-0.5735307,-0.20275901,-0.43023798,-1.1400112,-0.23249178,1.4222587,0.5145888,0.13802008,4.10645464767693,1.4021123708595544,-0.9357364873476195,0.8909662006083447,0.8501489617617255,1
黑色柳丁氣泡咖啡,32101,1.2438589,-0.22867423,2.6171324,0.27520648,-1.4388524,-1.4790055,-2.212399,-1.1132394,0.6249518,-0.38724282,-0.77710634,-0.053096857,-1.7208079,-0.19051513,1.42192,0.63459694,-0.50376815,4.578775133276742,2.1430537128958815,-0.6685408326973139,0.4640369830707473,0.9431081996920019,1
肉桂蘋果茶咖啡,32102,1.2343014,-0.51214767,1.0357107,0.66495925,-1.1191428,-1.5102448,-0.6430692,-0.43039927,0.80620563,-0.22717372,-0.0102701895,-0.68031836,-2.413185,-0.741816,1.9101392,0.5559468,-0.23749186,3.0869747907585383,2.22841434948622,-0.15714985409739424,0.04631136315185014,1.6867698922623426,1
手腳冰冷食補▪韭菜核桃粥,32103,-0.31283918,-3.387489,-0.7316658,1.187004,-0.4621451,0.2619633,0.09903162,-1.4493608,0.16189103,-2.9338858,0.922147,0.6817246,-1.9390187,-0.9530094,1.2238905,3.0477798,1.2995291,-1.5663060809567304,0.9517057225126426,-1.4557994045220866,-0.4407693761625909,-0.9098339119886795,1
手腳冰冷食補▪八珍雞湯,32104,2.3961024,-4.4338145,0.20321658,1.9573258,0.07128974,1.6351374,-1.0667815,-0.69394296,1.1144328,0.31347087,2.7109578,0.7340844,-1.045791,-0.81460184,2.1424036,2.4639142,0.16969289,-0.8507428029423068,3.9499115692440707,0.9779378900987664,0.6778607548432892,0.6831829659642451,1
手腳冰冷食補▪紅棗桂圓茶,32105,0.59486735,-4.263243,-0.62377954,3.5017657,0.07298706,-0.88642853,-0.95621246,-1.7990799,1.2631483,-1.2728982,0.76810765,1.0089394,-3.132009,-0.7531615,2.1368766,1.4916915,-2.1824174,-1.2806115226523846,5.001292278462588,-2.376304416052607,1.261123900611658,0.8382696115045478,1
【微波爐甜點】香草馬克杯蛋糕,32106,0.1316439,-0.1045436,1.5891565,-1.3774852,-1.7033969,-0.35412395,-0.8187377,-2.1024501,0.40002885,-1.2970256,0.545991,-0.5230744,-0.78276813,1.236032,0.37042314,0.8218556,0.3545032,4.003520555859924,-0.35023245233368705,-0.34889010414296384,1.310080084908071,-1.166571177858413,3
【微波爐甜點】巧克力馬克杯蛋糕,32107,0.06264147,0.12832268,1.7949361,-1.1600834,-1.7464079,-0.020975472,-1.4030194,-1.7835004,0.1094887,-0.81052953,0.87462753,-0.37737525,-0.82891655,0.75050163,0.58401555,0.44250503,-0.48428476,4.51287965138736,0.35093055044642296,-0.36950173003148834,1.3547115245916312,-1.038736116566586,3
柚香茶飲,32108,0.8101395,-0.20298184,0.8383626,-0.34031326,-0.99099654,-1.3328071,-1.2877492,-0.74273044,1.0391237,-2.009649,0.17998178,-0.211604,-0.8027129,-0.66085213,1.1069436,0.6281158,0.22151291,2.8504669305621024,0.4681152183116571,-0.7775259818493135,-0.16009400669738816,0.8299135651353847,3
【微波爐甜點】莓果馬克杯蛋糕,32109,0.13866378,-0.2809334,1.2944118,-1.3791873,-1.9277706,-0.8633977,-1.3750854,-1.9771234,0.78465307,-1.6315311,0.8964973,-0.2100386,-1.0036763,0.41841465,1.2927762,0.44888932,0.77958417,3.9958005843139563,-0.15797144855177578,-1.2348639703418038,0.23095659562532805,-0.3849305411630577,3
黑色天鵝絨,32110,1.4700084,-1.3011988,2.299879,0.7101929,-0.6503293,-0.7361222,-2.941367,-1.1076536,0.8755162,-0.74286836,-0.32777137,0.4698698,-0.79040027,-0.038100198,1.3042907,0.58518374,-0.1044548,3.545401654967356,2.569785427652615,-0.5390173965773638,0.42354383502842263,0.4001152422028913,1
漂浮黑啤酒,32111,0.21966054,1.2211686,1.0133177,0.0046527735,-1.1169481,-0.45587453,-1.3554668,-1.1316041,0.5258837,0.149556,-0.9064886,0.02711136,-1.2644614,0.82578087,1.3908712,0.11365813,0.41421437,4.653787451218341,0.8636899124709163,0.48043502209963734,0.2695459730448396,-0.29630752831221036,3
愛爾蘭汽車炸彈,32112,0.5613507,-0.7425218,0.65477633,0.21245408,-0.3205172,-0.26162007,-0.8985586,-1.2138499,0.87386787,-0.5923859,0.12918219,-0.1169453,-0.8061349,0.041566487,0.12948687,0.19586894,-0.9145002,2.522270828181609,1.4400161560544549,0.0328973093306692,1.739825429641364,-0.05365424037222477,1
黑啤派對雞尾酒,32113,0.07804241,0.88298357,0.7983274,0.34880766,-1.8097599,-0.83008045,-1.0143133,-1.0202053,0.5590287,-0.5065572,-0.51127195,-0.32645088,-2.826746,-0.8552252,0.43359268,0.060327612,0.6768373,3.820646393937641,0.6135864735248653,-0.44070427018146774,-0.08576622764189679,0.4422196969642901,1
瓦倫西亞大蒜蝦,32114,0.25199345,-2.1379886,-1.5801309,0.5068221,-2.0944815,1.0870916,2.0296688,-0.95836717,1.3238728,-2.1253514,1.1545619,0.9790439,-0.7494889,-1.1074251,-0.8590386,2.9555948,2.0117047,-2.040082714032762,-1.4208281488531398,0.6831290132833274,-0.26100985061295345,-0.5991031170427821,2
辣肉醬起司玉米脆片,32115,-1.031452,-0.4908319,-1.082226,-0.1480689,0.40527263,-0.65336245,1.2953215,-2.360268,2.8441358,-4.0144124,1.1974195,0.9165291,-1.4489204,-2.4371276,0.49369645,2.7077937,2.4270935,-1.347171085290211,-3.1876612212428164,-2.1790026775221194,-0.0507726084208005,1.401808492396978,2
杏鮑菇滷雞肉,32116,-0.17198002,-2.0088937,-2.18171,2.2673588,0.85178477,0.024496336,1.2948564,-1.7714181,1.764526,-3.8372908,1.7869539,0.4521409,-0.48608866,-2.3592448,1.0430304,4.1738896,1.7500473,-3.90479956687826,-1.350524881803407,-0.8609885988823556,-0.36103056137273515,0.7282031157434926,2
明太子辣雞翅佐BBQ醬,32117,1.6762259,2.557736,1.8290887,-0.67390156,-0.9173945,1.6099151,0.31916633,-0.19579309,0.5144292,-0.10862288,1.6327336,0.30457124,0.40601966,0.058911506,0.8840862,1.2915465,0.65118074,4.13146045848395,-1.3159874577840156,3.2657655075865226,0.45964488560603495,0.5295417095700761,3
美人冷泡水果茶,32118,2.629575,-0.81181014,0.7780217,0.5532219,-0.84038895,-0.6364478,-3.173799,0.54970306,0.16924722,-0.43413314,-0.30104598,-1.0714858,-1.1504724,-1.0308943,2.6242995,0.14408618,0.08077167,3.7093769903211022,3.5927387743722092,0.5996607279467464,-1.2215065735362756,1.3210716535843414,1
咖啡玉見茶,32119,0.44640318,0.32378435,0.20858482,0.06131059,-1.7411206,-1.1109105,-1.9756266,-0.5368798,1.1321995,0.29374307,-0.26717994,-1.0990957,-1.6348577,-0.23366052,1.4422613,0.024532398,1.1243407,4.020466311008429,1.257081276489199,-0.031940508918891074,-0.5984187212701088,0.4747126271220245,1
紅莓派對,32120,1.2845954,0.82722616,1.7938203,-0.5643732,-2.328496,-1.50443,-2.2687397,-1.0275004,-0.23002183,-0.39159212,-1.2488846,-0.60009587,-3.096571,-0.26715922,2.5312705,0.837551,1.1712044,5.581124507126104,1.5880117080222023,-0.5979721494816351,-1.261559070107445,0.7901034237585761,1
藍色狂想,32121,1.2090268,1.1814358,1.5469711,-0.5242919,-2.4370956,-1.0012268,-1.051681,-0.95382786,-0.4279323,0.034352366,-1.1265421,-0.6216902,-2.047263,0.3234828,2.0812564,0.13650952,0.8429493,5.514876221241387,1.13545511129314,0.6256416623318036,-0.7562494336191147,0.2724567715335166,1
藍莓蛋糕捲,32122,1.2920259,3.7216802,2.402196,-1.2172775,-1.0157055,0.45117563,-1.5922109,-1.9090668,-0.6824211,-1.3404298,2.5252907000000002,-0.43228412,-0.054628044,2.646806,2.507984,1.0355328,2.172491,6.6443335707130196,-1.869212498355828,1.9447738452554357,-0.37755828917765494,-1.210179121021846,3
綜合水果佐香濃奶醬,32123,0.43849874,0.707279,1.0235695,-0.66597605,-1.8411632,-1.2287571,-1.4131558,-0.778312,1.5693898,-0.89925600000000006,-0.17578445,0.7175864,-1.4593776,0.22532865,1.6828511,0.8529067,1.4408822,4.018908551162936,-0.0157138231739897,-0.5744555253300376,-0.9427846400447888,0.7021221164065249,3
鮪魚沙拉起司餅,32124,-0.93420595,0.11836512,-0.04265247,-1.7745588,-1.5347565,-0.27011123,0.44145277,-0.42190307,0.801932,-2.4819741,0.06943275,0.99483925,-2.8191085,-0.9158037,1.5900245,2.7939417,4.029618,1.8050937391488198,-2.2600286148495456,-1.026824623044818,-2.396479117814108,-0.008724069069155432,1
鮭魚起司餅,32125,2.1967945,0.10310949,0.0029057355,-0.87659615,-1.0614653,0.3050821,-0.041607834,-1.1949495,0.0843871,-1.440922,0.34508583,-1.4083781,-1.888373,0.17572318,0.8908216,2.3988817,3.398102,2.25838312184596,-0.8168400240231164,1.7595341686070454,-0.6280895479129162,-0.03649649710661046,3
打拋高麗菜乾,32126,0.8266394,-0.97765416,-2.9377146,1.8522213,-1.649038,0.32777828,1.2057402,-1.0911975,0.59820366,-3.388132,1.2864621,-0.35383996,-0.67112184,-1.6648864,0.5807759,2.902436,2.8627012,-2.3607354949473813,-1.4468432632414572,0.6850249660546468,-1.962005408186475,-0.24827547513231168,2
高麗菜乾燉排骨湯,32127,1.5588007,-4.2968974,-0.6659054,2.8484704,1.6817893,0.87169737,0.20295717,-1.0032859,1.462399,-0.57024497,2.3314075,-0.19863804,-1.3806189,-1.0207342,1.1265365,2.5905094,-0.09418343,-2.526252816057116,3.230669946712174,0.6563673373422907,1.7748192594145231,0.861042172568085,1
蘿蔔乾菜脯蛋,32128,-0.9912672,-2.6751,-1.3930086,1.0485013,-1.6134121,-0.21550351,1.1204087,-2.5778985,1.3214532,-3.4745426,0.91593266,-0.33275232,1.0374503,-1.5296369,-0.49832448,4.403296,1.7351753,-2.9832210901818565,-2.4006462003888815,-1.105771715723863,0.1888285233100763,-1.1951959583182925,2
黃金漢堡肉,32129,-1.4691828,-0.23285641,-0.6395533,0.9688794,-1.217197,0.71468073,-0.58181244,-1.4041955,-0.62962073,-3.3289728,2.2592013,0.33816016,-0.1791049,-0.7821858,0.098115526,3.222137,1.3990136,-0.13809181220328423,-1.8040862759789364,-0.7351999997331542,-0.7439943889315074,-2.280429757550239,3
燒烤午仔魚乾,32130,1.9793713,1.2265712,2.8341255,-1.3915238,-0.48284367,0.027680939,0.5695905,-2.4356055,2.9052734,-1.1731302,1.1676828,-0.53204656,0.6216182,-1.392035,-0.87479955,0.37052974,1.7336471,3.489542918465603,-2.906726458980354,1.3978962403333688,2.106935080564835,2.2502021097803055,3
魚乾炒飯,32131,-1.6221783,-2.7386696,-2.877715,0.4362069,-0.32012916,0.41210055,0.6708614,-1.9908303,1.3435076,-4.1540704,0.6397395,0.6188617,-0.076907165,-1.9379907,0.30057308,3.87653,2.2239606,-3.478687118882118,-2.0139836108013274,-1.9469038595699475,-0.6828004151437905,-1.2560074011915778,2
日曬美味．櫻花蝦乾,32132,0.69686836,-0.7855685,1.1426996,-0.3320846,-0.9683873,1.5860075,-0.29503667,0.33751988,-0.08890447,-0.03219345,0.31439787,0.6832058,-0.07911057,0.64494294,-0.096707195,0.7958992,-0.1925021,2.6339364258539595,1.1929236521385937,2.0074177492051213,0.8576299795000455,-1.270883818057856,1
櫻花蝦海鮮粥,32133,-0.90578324,-3.8156855,-2.393345,1.5790641,0.20389739,-0.080155656,0.22481103,-2.9269989,1.8177667,-4.1387577,0.59949404,0.54721504,-1.2424766,-0.46421075,-0.6001423,3.0754297,0.74163866,-3.564284561586854,-0.11137620537921661,-2.518888530238481,1.2812957825654845,-1.4123255333378435,2
防癢滋潤料理▪首烏雞湯,32134,2.5893917,-3.9757411,-1.5477543,2.3139703,0.14721286,1.0736197,-0.22722566,-0.096228324,1.3042289,-0.3105596,1.7691679,-0.24963443,-1.4311244,-0.45962134,0.34868932,1.7769388,-0.88843644,-1.8319872686260503,3.9470423854602283,1.3993701312589417,1.4533660150692274,0.5540058288580096,1
防癢滋潤料理▪當歸羊肉片,32135,-0.59724975,-2.6086042,-2.4396625,2.1563163,-0.014488364,0.57677585,0.55705696,0.14732239,1.8836187,-2.3387923,1.136891,1.0765803,-0.32493523,-1.2210023,1.1582083,1.6896104,0.98973435,-2.5739582103711762,0.8263136609905857,-0.27611968408983406,-1.0302532346328561,-0.12110716733577366,2
防癢滋潤料理▪百合蓮子湯,32136,0.8556826,-4.2177453,-0.6769186,2.5025513,0.73341584,0.2602114,0.48190802,-0.2740449,-0.117286064,-0.55739623,-0.3458148,-0.67563933,-2.8038535,-0.64010996,1.735256,1.4777554,-1.6222186,-1.1082501483375373,4.932734191077824,0.04193930225911091,1.3243337497551186,0.14655792300046366,1
Lee'sSandwiches•鮮蝦燒肉生春捲,32137,1.778034,0.1308718,0.63543123,-0.33612987,-0.827806,0.6182742,-0.6200023,-1.1444532,0.66012293,-1.5939579,0.29309186,-0.31770542,-0.058418844,1.9072708,0.36510164,0.8966276,3.2443643,2.8282291763176186,-0.7626621307093864,2.1428349175433916,-0.3531182247814555,-1.251955804642659,3
Lee'sSandwiches•越式法國三明治,32138,1.1141796,1.7467259,1.8869505,-1.8305513,-0.2698216,0.15917107,0.5480299,-1.9509735,2.267913,-0.6413114,1.3465308,-0.18371284,-0.59175867,-0.54879874,0.8773794,0.6051116,3.12443,4.054819471300943,-2.7799030549769874,1.3091468386071252,0.6152286469902717,1.644607796146311,3
Lee'sSandwiches•酸辣雞翅,32139,1.9994017,-0.10093734,0.33203474,0.6901344,-1.3615233,-0.20598106,-0.32318062,-0.235618,1.9775062,-1.3258901,2.4967542,0.31178296,-0.12458454,-2.3690207,0.9670606,2.880706,1.5799513,0.5595609903076284,-0.8699705074135837,0.9438592795036465,-0.9403814102138367,2.320524159934973,3
Lee'sSandwiches•酪梨可頌三明治,32140,1.3091508,1.6554765,2.3651013,-3.1003196,-0.3055927,0.55710566,0.71216863,-2.2659025,1.5341228,-0.35891277,0.8428991,-0.101794586,-1.6945616,0.40795642,1.3411349,0.56454307,3.0557256,5.256017651369287,-2.3214891961908344,1.3064781505840974,1.03303524805104,1.1185807054409562,3
風味咖哩雞,32141,1.1098297,-2.1327624,-0.4885856,0.61026996,0.46221656,0.16145438,1.0243647,-1.4360088,2.1011622,-1.6226946,1.5851313,-0.4117098,-0.70275766,-2.0954394,0.51071185,2.7680259,0.5798403,-1.3238853323187094,-0.11211479648878309,0.16063455606553256,1.3357552980912613,1.6722654398018253,2
水煮蛋,32142,0.6317877,-0.9972483,0.15504877,-0.49870408,-1.0905163,1.4749513,-1.6580602,-1.0890776,-0.645216,-0.564575,1.3418224,-0.39667723,-1.1016732,-0.23607431,-0.055121846,0.53165936,-1.1566745,2.695264080814675,1.7530793299106948,0.3587713727117476,1.5610831337835362,-1.4580014120547713,1
冷漬溏心蛋,32143,1.4263229,-1.0221782,-0.54329854,0.71322316,-0.95881283,-1.4049861,-4.2636046,0.2755435,1.823762,-1.501174,2.2370014,0.24660544,-1.4419736,-0.75330626999999994,2.5470223,0.5462782,-0.044185795,2.5095211649026186,2.8841369189021058,-1.7411030969426344,-1.506386405223377,1.3743626172737105,1
水蒸太陽蛋,32144,0.75042045,-1.7708842,-0.39145637,0.94309807,-1.0033585,0.40934125,-0.26855198,-2.9665182,0.8473805,-0.67702466,2.3943276,-0.21904951,-0.99255484,-0.012252421,-0.19245774,2.3284247,-1.0886412,0.2813651091354676,0.864002621845465,-0.2474606772217439,2.731806613905036,-0.5816935870155997,1
溫泉蛋,32145,2.235542,-4.1047025,0.6251547,-0.11631762,0.03294398,0.13680984,-1.8984047,-1.97615,1.7871686,-1.1610157,2.164122,-0.9767127,-1.1604894,-1.0918093,0.0295914,0.950642,-0.23070994,0.5516750894840251,2.5652143323894805,-0.8593499019223616,2.3337854672001774,0.8293286707305829,1
美式炒蛋,32146,-1.4772269,-0.99839425,-0.34320304,-1.108891,-2.0211241,-1.0130605,-1.2802154,-3.0430474,1.477727,-1.925448,2.2970085,0.28309482,-1.8593323,-0.66296935,0.12570511,2.6288874,0.44261315,1.4508053311985458,-1.2969690696904483,-3.195923409573426,1.0917286052972428,-0.6611566866593052,3
冷凍荷包蛋,32147,0.5891081,-0.17882232,-1.9650902,-1.0446336,-1.8673182,0.63011986,-1.5431778,-2.1678329,0.56649125,-0.544131,1.2171729,-1.2892873,-0.42309585,0.56276095,-0.028282162,1.9620569,-0.05207619,1.9564647282239656,-0.09223108930454327,0.26786923182074995,1.4123421318887823,-1.556766815124438,3
果香蜜汁排骨,32148,0.9127185,-0.560636,-0.66016,1.0149462,-0.22805552,-0.559733,0.5783242,-1.3095313,2.149423,-2.6391654,1.6814768,0.7682677,-0.9123356,-1.0642272,-0.049295582,3.5220618,0.6192159,-1.0401096968233912,-1.1588960881027002,-0.24935772001606538,0.6555716108204124,1.221979227328751,2
馬來炸雞,32149,1.6874621,0.10659275,1.0467153,-0.06360901,-1.181329,-0.12724413,0.6297492,-0.45489937,1.8874043,-1.6066542,2.723503,-0.7773427,1.5653957,-1.8711181,0.6121825,2.5455225,1.5923244,0.9291108681874028,-2.1248522499672857,1.6953563549319774,-0.19313556432015672,1.821955631252976,3
蔥蒜油蒸南瓜鯛魚捲,32150,0.6062909,-0.644843,-1.0255438,1.1877999,-1.1244789,0.48767015,-0.20294826,-1.196633,1.2715186,-0.62907976,1.227883,0.68110615,-0.878608,0.058692437,1.4575354,2.2256734,2.424924,0.5284352601628995,-0.03982900987659671,0.8969528479401958,-0.8684922282183402,-0.2486370939509202,1
蒜香水炒五色時蔬,32151,1.4272673,-1.7752055,-1.4839587,0.64806765,-0.84069014,0.46642226,0.6982525,-1.167819,0.80414116,-1.7440407,1.2098705,-0.7265691,-1.0105181,-0.70671356,0.4561667,2.7677479,2.135826,-0.8981178015093516,-0.19171876349841588,1.063289095690267,-0.1635605069390852,-0.05853817224656524,2
蒜香芙蓉辣椒蟹,32152,-0.12918667,-1.4567864,-1.362903,0.83537096,-2.3052478,0.10691136,1.1267912,-0.5184217,1.6316166,-1.1426092,0.76524675,1.4377683,-1.2879071,0.7120408,0.20552124,1.605468,0.64286155,-0.12101183617070466,0.27156118052270906,0.19284119555509494,-0.19563845954133874,-0.6833013976057211,1
涼拌青木瓜絲,32153,1.6097454,-0.6626528,-0.9784991,1.1529801,-2.9501162,-1.2036021,-1.7057269,0.35904744,1.7273041,-2.1558642,0.89022994,0.476815,-1.1547784,-1.1727118,2.1626458,0.22257023,2.5544322,1.5986172033664354,0.8957319404809463,-0.37291466869015044,-3.542557968143888,1.2604754819066744,1
青木瓜燜絞肉,32154,0.075637385,-3.7056751,-3.0491266,3.1497235,0.28308895,-0.20657282,2.0047755,-2.202773,2.121019,-3.5534432,2.9294653,1.0736054,-2.4645972,-1.5021827,0.73860043,3.6213577,0.53477687,-5.098145831288447,0.49021620750335354,-1.7158019305353547,0.579075371068398,0.7289966256004763,2
苦瓜燜豆豉,32155,1.5199964,-3.0331485,-2.145696,2.4916275,-0.31618258,0.41830555,0.5466922,-1.5873406,0.35507005,-2.8928466,1.1255542,-0.0626173,-0.20930007,-1.1658684,1.9181105,3.9348798,0.97193503,-3.070093287612403,1.0516859423966025,0.32584990651891704,-0.6338421914994044,-0.10692992112934738,2
苦瓜鳳香沙拉,32156,3.8099942,-1.1731963,-1.155959,0.47068906,-2.5426373,0.12770677,-1.1894231,0.22081992,0.52322286,-1.8765676,0.2919992,0.09935532,-0.8860512,-1.2829642,2.2814035,1.8530769,2.7150187,0.9775519228392348,1.2835852970755932,1.5944951341264852,-3.1247260845978153,1.2616203342869476,1
馬來烤松阪豬,32157,1.0145473,-0.55920076,0.31885806,0.3154055,-1.0128847,0.108505405,1.5010765,-2.1775305,2.059513,-1.7485896,1.3725097,-0.4203597,0.55844754,-1.7923095,0.30511427,2.05519,1.9314442,0.10640734517133144,-2.160582424049264,0.887652071134546,0.5721916611650509,1.2672911389642594,3
破布子淺漬苦瓜,32158,3.5858803,-1.0649887,-0.83678085,1.3801066,-1.9214889,-0.16262902,-1.7400111,1.2027537,0.18068962,-1.766367,1.8942255,-0.69809955,0.1114968,-1.2667454,3.4041834,1.212465,1.676565,1.2564344388049555,2.2599482130932222,1.8237345876652462,-3.4121865402753846,1.4689864793693583,1
炸南瓜天婦羅,32159,0.70968133,-1.583963,-0.054684862,-0.12613636,-2.4259596,-0.26967627,-0.10812856,-1.5244768,0.28956103,-2.0623665,0.96243733,-1.6106892,0.0962825,-0.8349781,-0.17122181,3.1389434,1.8568846,0.41703549217608316,-1.143641635977751,0.29151218031220494,-0.16986390724332578,-0.8341589328474537,3
薑絲蒸南瓜,32160,1.1837052,-2.6113865,-0.9210583,0.8004239,-1.8360504,0.8341589,0.55808413,-1.681913,0.24091938,-1.0709499,1.6675297,0.8433139,-1.353094,-0.2810711,2.6280515,1.7782103,1.1222942,0.07135505614605932,1.5698869658823544,0.23467771372611007,-0.7235048731482143,-0.2713407972409969,1
涼拌紫蘇南瓜,32161,1.3610072,-1.2171432,-0.7147942,0.8081003,-1.937191,0.043518577,-0.8669033,0.4394579,0.64436835,-1.7269063,2.2905226,0.7706316,-1.1726701,-1.3873423,2.9823942,2.0302382,3.1315835,0.6945513951247596,0.5776156439425241,0.3747425152817563,-3.4550339275584427,0.8204697378949506,1
